순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1178,043910,자연과환경,"1,200","-105","-8.0","5,268,294","6,476,370,135","1,245","1,265","1,195","63,779,228,400","0.01","53,149,357",,,
1179,099750,이지케어텍,"9,960","-190","-1.9","119,262","1,154,466,940","9,810","10,050","9,350","63,604,560,000","0.01","6,386,000",,,
1180,002760,보락,"1,060","-55","-4.9","1,225,126","1,273,161,775","1,015","1,075","1,005","63,494,000,000","0.01","59,900,000",,,
1181,005710,대원산업,"3,165","-235","-6.9","53,726","171,471,365","3,115","3,420","3,020","63,419,004,000","0.01","20,037,600",,,
1182,084670,동양고속,"21,900","-1,850","-7.8","6,388","143,267,650","23,600","23,650","21,900","63,412,961,100","0.01","2,895,569",,,
1183,225330,씨엠에스에듀,"3,400","-400","-10.5","117,714","400,658,825","4,010","4,010","3,305","63,357,735,200","0.01","18,634,628",,,
1184,124500,아이티센,"3,400","-220","-6.1","376,215","1,273,435,285","3,300","3,530","3,275","63,262,406,000","0.01","18,606,590",,,
1185,264900,크라운제과,"5,050","-190","-3.6","40,493","206,327,595","5,000","5,300","4,985","63,245,442,500","0.01","12,523,850",,,
1186,002880,대유에이텍,"590","-34","-5.4","489,326","284,632,650","623","623","560","63,080,432,330","0.01","106,915,987",,,
1187,046940,우원개발,"3,480","-360","-9.4","951,802","3,363,312,650","3,540","3,705","3,375","62,898,738,000","0.01","18,074,350",,,
1188,176750,듀켐바이오,"7,100","810","12.9","8,302","52,208,300","6,280","7,100","6,000","62,896,677,700","0.01","8,858,687",,,
1189,009300,삼아제약,"9,870","-580","-5.6","27,757","276,191,480","9,990","10,350","9,770","62,871,900,000","0.01","6,370,000",,,
1190,117670,알파홀딩스,"3,725","-365","-8.9","187,108","691,780,720","4,030","4,030","3,510","62,703,409,250","0.01","16,833,130",,,
1191,032850,비트컴퓨터,"3,765","-230","-5.8","471,587","1,781,267,890","3,775","3,890","3,680","62,586,698,145","0.01","16,623,293",,,
1192,082740,HSD엔진,"1,895","-220","-10.4","341,434","645,815,060","1,950","1,975","1,845","62,434,834,090","0.01","32,947,142",,,
1193,222040,코스맥스엔비티,"3,025","-375","-11.0","232,318","705,605,790","3,065","3,270","2,965","62,399,700,000","0.01","20,628,000",,,
1194,007210,벽산,"910","-90","-9.0","670,990","619,031,453","989","989","910","62,389,600,000","0.01","68,560,000",,,
1195,233250,메디안디노스틱,"35,650","0","0.0","0","0","0","0","0","62,263,937,100","0.01","1,746,534",,,
1196,327260,메탈라이프,"17,550","-900","-4.9","69,879","1,234,044,550","17,700","18,200","17,100","62,242,619,400","0.01","3,546,588",,,
1197,079370,제우스,"5,980","-620","-9.4","77,175","461,290,340","6,020","6,250","5,850","62,096,320,000","0.01","10,384,000",,,
1198,064520,바른전자,"1,210","0","0.0","0","0","0","0","0","62,020,450,910","0.01","51,256,571",,,
1199,126340,비나텍,"14,550","-400","-2.7","0","0","0","0","0","61,885,515,000","0.01","4,253,300",,,
1200,011370,서한,"613","-13","-2.1","399,000","237,537,997","611","623","570","61,848,552,245","0.01","100,894,865",,,
1201,205100,엑셈,"1,825","-190","-9.4","356,191","648,858,195","1,900","1,915","1,760","61,835,148,225","0.01","33,882,273",,,
1202,900290,GRT,"917","-113","-11.0","377,096","351,821,866","980","980","908","61,782,875,000","0.01","67,375,000",,,
1203,089890,코세스,"3,655","-270","-6.9","161,324","589,453,880","3,625","3,750","3,500","61,593,921,110","0.01","16,851,962",,,
1204,118000,우리들휴브레인,"1,710","40","2.4","1,210,946","2,021,322,435","1,535","1,745","1,535","61,394,648,130","0.01","35,903,303",,,
1205,060310,3S,"1,370","-140","-9.3","321,921","449,817,085","1,440","1,475","1,370","61,379,440,070","0.01","44,802,511",,,
1206,238490,힘스,"10,850","-950","-8.0","137,484","1,474,730,850","10,600","11,550","10,400","61,368,880,300","0.01","5,656,118",,,
1207,251630,브이원텍,"4,070","-390","-8.7","121,817","491,227,850","4,000","4,160","3,980","61,255,860,600","0.01","15,050,580",,,
1208,034810,해성산업,"6,260","-430","-6.4","27,694","168,207,110","6,240","6,380","5,820","61,222,800,000","0.01","9,780,000",,,
1209,093920,서원인텍,"3,290","-330","-9.1","101,905","343,568,915","3,470","3,490","3,290","61,194,000,000","0.01","18,600,000",,,
1210,014970,삼륭물산,"4,045","55","1.4","297,803","1,181,900,425","3,670","4,420","3,590","61,180,625,000","0.01","15,125,000",,,
1211,141000,비아트론,"5,050","-450","-8.2","153,057","767,772,550","4,900","5,170","4,850","61,179,285,500","0.01","12,114,710",,,
1212,160980,싸이맥스,"5,600","-120","-2.1","144,169","783,343,220","5,430","5,610","5,040","61,175,760,800","0.01","10,924,243",,,
1213,001045,CJ우,"27,050","-2,750","-9.2","14,023","385,088,250","28,600","28,600","27,050","61,139,032,150","0.01","2,260,223",,,
1214,038530,골드퍼시픽,"1,805","50","2.8","3,562,473","6,266,076,870","1,750","1,900","1,500","61,115,420,995","0.01","33,858,959",,,
1215,105840,우진,"3,025","0","0.0","107,617","319,675,020","3,025","3,025","2,860","61,111,757,850","0.01","20,202,234",,,
1216,111870,삼본전자,"975","-75","-7.1","1,749,203","1,712,599,256","975","1,030","952","60,927,672,975","0.01","62,489,921",,,
1217,001260,남광토건,"6,190","-500","-7.5","36,263","227,578,030","6,120","6,600","6,120","60,839,102,090","0.01","9,828,611",,,
1218,017370,우신시스템,"3,320","-260","-7.3","28,463","92,243,430","3,245","3,395","3,030","60,802,659,280","0.01","18,314,054",,,
1219,013570,디와이,"2,310","-485","-17.4","287,224","698,663,995","2,605","2,610","2,310","60,798,352,230","0.01","26,319,633",,,
1220,024060,흥구석유,"4,050","75","1.9","1,764,608","7,130,618,375","3,580","4,370","3,475","60,750,000,000","0.01","15,000,000",,,
1221,056360,코위버,"6,200","-460","-6.9","546,172","3,354,187,910","6,030","6,400","5,910","60,740,160,000","0.01","9,796,800",,,
1222,033340,좋은사람들,"2,030","-5","-0.2","7,381,517","15,843,685,850","1,970","2,395","1,905","60,713,694,720","0.01","29,908,224",,,
1223,018310,삼목에스폼,"4,130","-330","-7.4","51,201","209,025,085","4,110","4,250","4,000","60,711,000,000","0.01","14,700,000",,,
1224,045890,GV,"1,585","-260","-14.1","717,484","1,224,820,570","1,795","1,805","1,550","60,621,307,970","0.01","38,246,882",,,
1225,150840,인트로메딕,"2,245","-50","-2.2","5,162,166","11,747,832,695","2,300","2,440","1,960","60,605,579,980","0.01","26,995,804",,,
1226,096775,SK이노베이션우,"48,500","-1,350","-2.7","14,964","707,372,650","47,500","48,800","45,000","60,548,661,000","0.01","1,248,426",,,
1227,004840,DRB동일,"3,030","-240","-7.3","23,718","71,173,260","3,010","3,160","2,940","60,387,900,000","0.01","19,930,000",,,
1228,033050,제이엠아이,"1,850","-90","-4.6","2,975,950","5,668,698,860","1,940","2,130","1,710","60,271,782,700","0.01","32,579,342",,,
1229,179290,엠아이텍,"1,980","-65","-3.2","297,504","579,783,070","1,950","2,040","1,850","60,238,644,840","0.01","30,423,558",,,
1230,002360,SH에너지화학,"542","-10","-1.8","1,383,803","725,763,550","520","545","507","60,234,481,660","0.01","111,133,730",,,
1231,075180,새론오토모티브,"3,135","0","0.0","19,557","56,903,070","3,010","3,135","2,815","60,192,000,000","0.01","19,200,000",,,
1232,137950,제이씨케미칼,"2,710","-255","-8.6","392,870","1,055,715,315","2,700","2,840","2,560","60,187,251,780","0.01","22,209,318",,,
1233,106520,디지탈옵틱,"658","-22","-3.2","3,892,393","2,636,578,619","705","710","656","60,182,401,986","0.01","91,462,617",,,
1234,083930,아바코,"3,750","-260","-6.5","279,044","1,037,290,355","3,615","3,920","3,615","59,986,893,750","0.01","15,996,505",,,
1235,203650,드림시큐리티,"1,185","-95","-7.4","574,995","686,195,485","1,155","1,245","1,155","59,967,818,490","0.01","50,605,754",,,
1236,133750,메가엠디,"2,595","45","1.8","4,528,270","11,744,278,290","2,430","2,670","2,420","59,936,914,815","0.01","23,097,077",,,
1237,263690,디알젬,"5,290","90","1.7","220,421","1,138,605,350","4,980","5,470","4,965","59,912,476,900","0.01","11,325,610",,,
1238,011785,금호석유우,"19,800","-700","-3.4","17,482","346,605,850","18,800","20,900","18,500","59,865,022,800","0.01","3,023,486",,,
1239,281740,레이크머티리얼즈,"920","-180","-16.4","1,568,185","1,505,130,439","1,020","1,095","844","59,772,904,160","0.01","64,970,548",,,
1240,104540,코렌텍,"5,630","0","0.0","0","0","0","0","0","59,606,729,830","0.01","10,587,341",,,
1241,215380,우정바이오,"5,340","-230","-4.1","1,297,912","7,136,775,630","5,290","5,770","5,200","59,553,185,880","0.01","11,152,282",,,
1242,003160,디아이,"1,890","-140","-6.9","182,502","342,632,785","1,920","1,980","1,800","59,528,923,650","0.01","31,496,785",,,
1243,187870,디바이스이엔지,"8,740","-360","-4.0","169,842","1,447,281,380","8,640","8,830","7,990","59,274,680,000","0.01","6,782,000",,,
1244,054210,이랜텍,"2,690","-185","-6.4","400,702","1,058,459,940","2,680","2,790","2,505","59,140,812,080","0.01","21,985,432",,,
1245,100220,비상교육,"4,540","-220","-4.6","170,107","777,545,540","4,595","4,670","4,475","59,005,204,140","0.01","12,996,741",,,
1246,009780,엠에스씨,"3,350","-390","-10.4","62,828","213,744,235","3,495","3,510","3,330","58,960,000,000","0.01","17,600,000",,,
1247,049430,코메론,"6,510","-130","-2.0","15,838","99,630,050","6,250","6,640","6,010","58,902,480,000","0.01","9,048,000",,,
1248,014580,백광소재,"2,135","-55","-2.5","466,936","971,377,115","2,030","2,140","1,990","58,889,918,500","0.01","27,583,100",,,
1249,005800,신영와코루,"65,400","1,100","1.7","318","20,626,400","64,200","67,100","61,700","58,860,000,000","0.01","900,000",,,
1250,144620,코오롱머티리얼,"855","-60","-6.6","160,686","138,498,450","885","890","840","58,703,132,925","0.01","68,658,635",,,
1251,307930,컴퍼니케이,"3,760","-400","-9.6","259,625","988,234,315","3,910","4,040","3,535","58,693,600,000","0.01","15,610,000",,,
1252,011320,유니크,"3,035","-325","-9.7","368,540","1,137,905,895","3,070","3,245","3,005","58,638,309,325","0.01","19,320,695",,,
1253,000650,천일고속,"40,950","-1,000","-2.4","827","33,366,250","41,650","41,700","39,800","58,526,559,000","0.01","1,429,220",,,
1254,065170,넥스트BT,"945","-95","-9.1","1,361,092","1,319,703,492","970","1,005","938","58,501,193,625","0.01","61,906,025",,,
1255,003547,대신증권2우B,"5,850","-360","-5.8","45,086","262,332,080","6,000","6,000","5,710","58,500,000,000","0.01","10,000,000",,,
1256,158430,아톤,"14,300","-700","-4.7","46,088","639,444,400","14,200","14,300","13,450","58,458,471,500","0.01","4,088,005",,,
1257,023440,제일제강,"1,980","0","0.0","25,590","49,209,850","1,950","1,980","1,850","58,394,938,140","0.01","29,492,393",,,
1258,206400,엔터메이트,"700","-60","-7.9","388,111","270,508,536","705","745","659","58,320,230,500","0.01","83,314,615",,,
1259,242040,나무기술,"2,000","-150","-7.0","682,436","1,371,729,855","1,985","2,090","1,900","58,275,640,000","0.01","29,137,820",,,
1260,022220,정산애강,"1,125","-55","-4.7","418,964","461,401,835","1,120","1,145","1,060","58,268,901,375","0.01","51,794,579",,,
1261,256840,한국비엔씨,"1,195","-90","-7.0","794,556","949,931,625","1,200","1,250","1,140","58,108,802,535","0.00","48,626,613",,,
1262,071460,위니아딤채,"1,615","-260","-13.9","441,642","726,141,530","1,755","1,765","1,580","58,087,181,425","0.00","35,967,295",,,
1263,086960,한컴MDS,"6,540","-230","-3.4","32,629","210,215,820","6,260","6,600","6,260","57,739,096,320","0.00","8,828,608",,,
1264,190510,나무가,"8,370","-820","-8.9","118,316","995,692,870","8,580","8,890","8,100","57,488,256,900","0.00","6,868,370",,,
1265,087260,모바일어플라이언스,"1,915","250","15.0","11,304,794","21,200,232,920","1,755","2,025","1,745","57,450,000,000","0.00","30,000,000",,,
1266,288620,에스퓨얼셀,"10,000","-1,100","-9.9","110,717","1,106,516,030","10,550","10,550","9,670","57,443,160,000","0.00","5,744,316",,,
1267,322510,제이엘케이인스펙션,"3,830","-255","-6.2","325,991","1,295,845,065","3,745","4,340","3,745","57,322,602,710","0.00","14,966,737",,,
1268,035000,지투알,"3,450","-110","-3.1","14,562","48,078,775","3,450","3,450","3,135","57,157,561,050","0.00","16,567,409",,,
1269,182690,테라셈,"2,700","10","0.4","219,037","574,776,840","2,630","2,735","2,490","57,140,499,600","0.00","21,163,148",,,
1270,072520,제넨바이오,"627","-51","-7.5","1,353,642","846,010,756","654","655","605","57,128,417,181","0.00","91,113,903",,,
1271,014990,인디에프,"966","-20","-2.0","1,223,960","1,174,931,003","939","1,020","930","56,929,273,170","0.00","58,932,995",,,
1272,094190,이엘케이,"787","0","0.0","0","0","0","0","0","56,922,108,455","0.00","72,327,965",,,
1273,013990,아가방컴퍼니,"1,730","-170","-9.0","345,307","614,812,215","1,750","1,865","1,720","56,895,437,280","0.00","32,887,536",,,
1274,049720,고려신용정보,"3,965","-335","-7.8","179,065","712,416,400","4,215","4,250","3,895","56,699,500,000","0.00","14,300,000",,,
1275,083420,그린케미칼,"2,360","-140","-5.6","14,442","34,265,830","2,400","2,495","2,310","56,640,000,000","0.00","24,000,000",,,
1276,053280,예스24,"3,290","-60","-1.8","69,085","220,971,470","3,110","3,300","3,085","56,588,000,000","0.00","17,200,000",,,
1277,217480,에스디생명공학,"2,520","-210","-7.7","215,711","540,594,645","2,450","2,635","2,430","56,485,966,320","0.00","22,415,066",,,
1278,016090,대현,"1,275","-140","-9.9","171,143","223,682,195","1,320","1,350","1,270","56,459,945,250","0.00","44,282,310",,,
1279,079960,동양이엔피,"7,180","-420","-5.5","104,042","719,585,400","6,920","7,250","6,810","56,434,800,000","0.00","7,860,000",,,
1280,033100,제룡전기,"3,510","-90","-2.5","180,686","625,530,495","3,445","3,715","3,320","56,379,055,590","0.00","16,062,409",,,
1281,000300,대유플러스,"528","-1","-0.2","404,593","206,428,121","490","530","490","56,298,923,472","0.00","106,626,749",,,
1282,100090,삼강엠앤티,"2,020","-140","-6.5","103,909","206,884,710","2,075","2,095","1,935","56,284,108,400","0.00","27,863,420",,,
1283,238200,비피도,"13,750","-200","-1.4","52,309","706,541,100","13,050","14,150","13,000","56,237,500,000","0.00","4,090,000",,,
1284,064290,인텍플러스,"4,490","-760","-14.5","608,622","2,735,224,290","4,875","4,875","4,350","56,237,079,380","0.00","12,524,962",,,
1285,023000,삼원강재,"1,405","-160","-10.2","111,798","162,738,770","1,500","1,595","1,385","56,200,000,000","0.00","40,000,000",,,
1286,205470,휴마시스,"1,990","125","6.7","27,756,334","53,583,100,030","1,790","2,065","1,770","56,165,415,730","0.00","28,223,827",,,
1287,018000,유니슨,"600","-17","-2.8","631,277","371,990,472","595","603","570","56,160,363,600","0.00","93,600,606",,,
1288,227840,현대코퍼레이션홀딩스,"6,170","-120","-1.9","39,769","241,478,770","5,800","6,250","5,800","56,152,158,120","0.00","9,100,836",,,
1289,092220,KEC,"481","-60","-11.1","1,963,302","961,519,460","494","500","475","56,136,038,140","0.00","116,706,940",,,
1290,001750,한양증권,"4,400","-510","-10.4","142,847","634,164,900","4,785","4,785","4,380","56,005,549,600","0.00","12,728,534",,,
1291,246710,티앤알바이오팹,"6,690","-460","-6.4","99,303","663,169,090","6,550","6,950","6,500","55,894,883,100","0.00","8,354,990",,,
1292,088910,동우팜투테이블,"2,160","-40","-1.8","214,702","453,268,300","2,180","2,180","2,055","55,796,610,240","0.00","25,831,764",,,
1293,204630,화이브라더스코리아,"1,950","-90","-4.4","30,706","58,993,150","1,995","1,995","1,895","55,796,276,250","0.00","28,613,475",,,
1294,080720,한국유니온제약,"9,450","330","3.6","989,166","9,443,558,880","8,930","10,250","8,700","55,790,229,600","0.00","5,903,728",,,
1295,003080,성보화학,"2,780","-45","-1.6","20,672","55,961,375","2,780","2,820","2,630","55,655,600,000","0.00","20,020,000",,,
1296,025440,대성엘텍,"558","-66","-10.6","3,161,391","1,825,680,202","599","604","550","55,611,029,394","0.00","99,661,343",,,
1297,068790,DMS,"2,400","-325","-11.9","201,875","489,342,200","2,505","2,590","2,335","55,349,968,800","0.00","23,062,487",,,
1298,001470,삼부토건,"402","-27","-6.3","1,082,996","436,558,974","401","420","389","55,293,639,936","0.00","137,546,368",,,
1299,134790,시디즈,"27,600","-3,350","-10.8","5,499","156,424,000","31,500","31,500","27,550","55,200,000,000","0.00","2,000,000",,,
1300,035080,인터파크홀딩스,"942","-83","-8.1","592,592","562,922,466","951","980","935","55,107,000,000","0.00","58,500,000",,,
1301,012200,계양전기,"1,690","-115","-6.4","219,103","370,455,430","1,690","1,740","1,640","55,094,000,000","0.00","32,600,000",,,
1302,032820,우리기술,"546","-44","-7.5","1,039,062","572,603,098","550","566","540","55,019,982,654","0.00","100,769,199",,,
1303,306620,네온테크,"1,555","-110","-6.6","74,664","117,123,915","1,645","1,645","1,455","54,953,347,015","0.00","35,339,773",,,
1304,039670,한류타임즈,"917","0","0.0","0","0","0","0","0","54,949,071,884","0.00","59,922,652",,,
1305,038680,에스넷,"3,415","-350","-9.3","307,456","1,066,239,290","3,425","3,585","3,375","54,896,859,225","0.00","16,075,215",,,
1306,311690,천랩,"14,350","-800","-5.3","17,132","244,299,800","14,400","15,400","13,700","54,844,953,800","0.00","3,821,948",,,
1307,053350,이니텍,"2,770","-315","-10.2","90,461","247,387,030","2,770","2,840","2,695","54,820,837,320","0.00","19,790,916",,,
1308,160550,NEW,"1,960","-180","-8.4","336,247","673,986,210","2,045","2,140","1,935","54,695,967,760","0.00","27,906,106",,,
1309,080530,코디,"3,590","0","0.0","0","0","0","0","0","54,664,452,530","0.00","15,226,867",,,
1310,068330,일신바이오,"1,235","-75","-5.7","953,899","1,180,708,530","1,220","1,275","1,210","54,606,932,900","0.00","44,216,140",,,
1311,115160,휴맥스,"2,280","-170","-6.9","101,001","230,802,860","2,300","2,395","2,220","54,518,899,440","0.00","23,911,798",,,
1312,045660,에이텍,"6,600","100","1.5","668,397","4,256,876,610","6,040","7,000","5,890","54,516,000,000","0.00","8,260,000",,,
1313,072470,우리산업홀딩스,"2,885","-260","-8.3","93,258","270,956,440","2,855","3,090","2,730","54,489,978,785","0.00","18,887,341",,,
1314,043200,파루,"1,410","-140","-9.0","1,381,647","2,001,358,890","1,480","1,500","1,395","54,434,987,340","0.00","38,606,374",,,
1315,007980,태평양물산,"1,090","-120","-9.9","383,125","424,619,800","1,110","1,175","1,050","54,403,798,780","0.00","49,911,742",,,
1316,191600,티케이씨,"20,900","-600","-2.8","1","20,900","20,900","20,900","20,900","54,340,000,000","0.00","2,600,000",,,
1317,066590,우수AMS,"2,200","-160","-6.8","829,470","1,830,629,705","2,190","2,340","2,120","54,327,466,600","0.00","24,694,303",,,
1318,341310,이앤에치,"3,140","-60","-1.9","218","682,840","3,125","3,140","3,125","54,301,276,000","0.00","17,293,400",,,
1319,031820,콤텍시스템,"800","-16","-2.0","1,444,708","1,150,506,017","769","833","754","54,281,172,800","0.00","67,851,466",,,
1320,226340,본느,"1,765","-165","-8.6","353,291","626,505,860","1,740","1,830","1,685","54,184,786,940","0.00","30,699,596",,,
1321,115310,인포바인,"16,950","-2,050","-10.8","6,786","116,220,300","18,300","18,300","16,500","54,119,366,850","0.00","3,192,883",,,
1322,015710,코콤,"3,085","-310","-9.1","104,197","324,382,770","3,120","3,285","3,055","54,081,592,500","0.00","17,530,500",,,
1323,083640,인콘,"681","-15","-2.2","1,179,283","781,165,164","631","693","631","54,034,556,538","0.00","79,345,898",,,
1324,900250,크리스탈신소재,"795","-36","-4.3","1,271,782","989,148,179","770","810","753","53,888,162,340","0.00","67,783,852",,,
1325,002200,수출포장,"13,450","-800","-5.6","8,361","112,765,500","13,700","13,750","13,300","53,800,000,000","0.00","4,000,000",,,
1326,055490,테이팩스,"11,400","-700","-5.8","56,324","611,659,650","11,200","11,750","10,250","53,781,210,000","0.00","4,717,650",,,
1327,215790,이노인스트루먼트,"2,650","-50","-1.8","3,326,466","9,095,571,235","2,580","2,845","2,570","53,750,344,850","0.00","20,283,149",,,
1328,006580,대양제지,"2,000","-55","-2.7","77,276","151,358,655","1,895","2,035","1,895","53,700,000,000","0.00","26,850,000",,,
1329,005870,휴니드,"3,800","-250","-6.2","125,732","471,959,945","3,720","3,845","3,685","53,640,857,000","0.00","14,116,015",,,
1330,065650,메디프론,"1,820","-160","-8.1","255,335","460,646,495","1,890","1,890","1,765","53,579,185,660","0.00","29,439,113",,,
1331,032560,황금에스티,"3,825","-135","-3.4","119,129","439,232,365","3,560","3,850","3,560","53,550,000,000","0.00","14,000,000",,,
1332,020760,일진디스플,"1,890","-230","-10.8","323,626","635,919,595","2,000","2,040","1,890","53,514,291,600","0.00","28,314,440",,,
1333,015230,대창단조,"18,700","-200","-1.1","5,320","97,861,450","18,500","19,050","17,800","53,430,070,100","0.00","2,857,223",,,
1334,009470,삼화전기,"8,030","-570","-6.6","122,192","976,878,070","8,200","8,430","7,700","53,108,974,600","0.00","6,613,820",,,
1335,088130,동아엘텍,"4,970","-50","-1.0","125,900","614,422,925","4,800","5,040","4,650","52,994,801,860","0.00","10,662,938",,,
1336,126880,제이엔케이히터,"2,370","-180","-7.1","380,228","909,687,515","2,410","2,485","2,335","52,947,404,490","0.00","22,340,677",,,
1337,035610,솔본,"1,935","-160","-7.6","245,440","472,538,620","1,955","1,980","1,875","52,914,504,195","0.00","27,345,997",,,
1338,009310,참엔지니어링,"982","-23","-2.3","321,326","312,780,863","980","1,010","955","52,888,284,968","0.00","53,857,724",,,
1339,101240,씨큐브,"5,200","-670","-11.4","112,035","574,351,430","5,500","5,500","5,000","52,718,556,800","0.00","10,138,184",,,
1340,012160,영흥철강,"614","-45","-6.8","210,061","129,554,870","603","641","603","52,697,476,526","0.00","85,826,509",,,
1341,000850,화천기공,"23,950","-1,750","-6.8","5,760","138,528,750","24,000","24,650","23,600","52,690,000,000","0.00","2,200,000",,,
1342,041460,한국전자인증,"2,455","260","11.8","859,458","2,064,544,790","2,100","2,720","2,080","52,682,456,295","0.00","21,459,249",,,
1343,006740,영풍제지,"2,370","-215","-8.3","93,836","224,844,245","2,400","2,485","2,350","52,614,000,000","0.00","22,200,000",,,
1344,259630,엠플러스,"10,150","-850","-7.7","194,907","1,967,944,550","10,050","10,550","9,800","52,533,486,950","0.00","5,175,713",,,
1345,303360,프로테옴텍,"10,400","900","9.5","140","1,456,000","10,400","10,400","10,400","52,508,528,800","0.00","5,048,897",,,
1346,094360,칩스앤미디어,"7,080","-210","-2.9","227,142","1,572,526,600","6,900","7,210","6,680","52,502,639,160","0.00","7,415,627",,,
1347,198440,고려시멘트,"1,640","-60","-3.5","271,484","434,497,295","1,580","1,650","1,555","52,447,134,400","0.00","31,979,960",,,
1348,024830,세원물산,"6,280","0","0.0","0","0","0","0","0","52,438,000,000","0.00","8,350,000",,,
1349,009770,삼정펄프,"20,900","0","0.0","7,403","148,193,350","19,000","21,100","19,000","52,249,393,900","0.00","2,499,971",,,
1350,168330,내츄럴엔도텍,"2,525","0","0.0","0","0","0","0","0","52,181,200,550","0.00","20,665,822",,,
1351,009440,KC그린홀딩스,"2,320","-230","-9.0","224,434","512,344,905","2,340","2,375","2,235","52,049,153,600","0.00","22,434,980",,,
1352,053690,한미글로벌,"4,750","-430","-8.3","72,090","344,853,160","4,720","4,980","4,720","52,048,362,500","0.00","10,957,550",,,
1353,078890,가온미디어,"3,520","-245","-6.5","424,103","1,503,931,190","3,500","3,765","3,465","52,041,739,200","0.00","14,784,585",,,
1354,173940,에프엔씨엔터,"3,615","-410","-10.2","20,301","74,042,180","3,750","3,855","3,570","51,929,041,200","0.00","14,364,880",,,
1355,033830,티비씨,"518","5","1.0","1,851,086","936,858,947","478","545","476","51,800,000,000","0.00","100,000,000",,,
1356,010820,퍼스텍,"1,105","-130","-10.5","348,410","389,430,505","1,135","1,190","1,085","51,675,148,200","0.00","46,764,840",,,
1357,091580,상신이디피,"4,075","-385","-8.6","355,992","1,443,068,590","4,090","4,320","3,870","51,610,078,750","0.00","12,665,050",,,
1358,058430,포스코강판,"8,600","0","0.0","17,720","146,523,860","8,390","8,620","7,950","51,600,000,000","0.00","6,000,000",,,
1359,114450,KPX생명과학,"3,440","-60","-1.7","214,476","715,889,510","3,155","3,485","3,155","51,600,000,000","0.00","15,000,000",,,
1360,080010,이상네트웍스,"5,720","-280","-4.7","11,835","67,525,260","5,980","5,980","5,530","51,565,800,000","0.00","9,015,000",,,
1361,023150,MH에탄올,"6,970","-130","-1.8","1,498,713","10,655,611,370","6,850","7,790","6,540","51,428,326,220","0.00","7,378,526",,,
1362,094820,일진파워,"3,400","-340","-9.1","109,983","380,843,720","3,555","3,690","3,390","51,267,610,600","0.00","15,078,709",,,
1363,065620,제낙스,"2,275","-975","-30.0","2,674,536","6,515,603,415","2,700","2,840","2,275","51,157,342,600","0.00","22,486,744",,,
1364,210540,디와이파워,"4,630","-580","-11.1","215,831","992,283,385","5,000","5,000","4,445","51,123,108,040","0.00","11,041,708",,,
1365,058850,KTcs,"1,195","-80","-6.3","687,384","815,887,785","1,200","1,220","1,160","51,008,575,000","0.00","42,685,000",,,
1366,123570,이엠넷,"2,285","-145","-6.0","125,319","286,330,270","2,350","2,430","2,205","50,900,838,230","0.00","22,276,078",,,
1367,013310,아진산업,"1,390","-130","-8.6","428,501","589,611,830","1,405","1,480","1,325","50,884,316,580","0.00","36,607,422",,,
1368,002300,한국제지,"10,150","-500","-4.7","9,169","92,533,420","10,150","10,250","9,900","50,800,232,350","0.00","5,004,949",,,
1369,033530,세종공업,"2,250","-300","-11.8","223,617","511,661,670","2,350","2,350","2,250","50,747,427,000","0.00","22,554,412",,,
1370,018680,서울제약,"5,980","210","3.6","558,769","3,309,589,880","5,350","6,450","5,300","50,743,284,020","0.00","8,485,499",,,
1371,048910,대원미디어,"4,030","-230","-5.4","70,765","281,977,260","3,990","4,200","3,835","50,693,152,380","0.00","12,578,946",,,
1372,106190,하이텍팜,"7,150","160","2.3","90,086","643,868,520","6,610","7,880","6,610","50,684,791,300","0.00","7,088,782",,,
1373,03473K,SK우,"89,500","-4,300","-4.6","17,597","1,530,289,100","85,200","91,200","84,700","50,669,082,500","0.00","566,135",,,
1374,011500,한농화성,"3,240","-90","-2.7","35,922","112,590,560","3,030","3,250","3,030","50,664,016,080","0.00","15,637,042",,,
1375,012790,신일제약,"4,630","-365","-7.3","100,890","466,937,150","4,560","4,760","4,550","50,476,260,000","0.00","10,902,000",,,
1376,115530,씨엔플러스,"839","0","0.0","0","0","0","0","0","50,419,474,275","0.00","60,094,725",,,
1377,016670,포비스티앤씨,"1,165","40","3.6","1,916,473","2,206,279,045","1,050","1,220","1,045","50,397,194,010","0.00","43,259,394",,,
1378,290550,디케이티,"6,120","-400","-6.1","146,454","869,168,990","5,900","6,250","5,610","50,375,757,960","0.00","8,231,333",,,
1379,003610,방림,"1,190","-120","-9.2","71,425","84,697,245","1,185","1,245","1,150","50,353,767,100","0.00","42,314,090",,,
1380,049480,오픈베이스,"1,600","-30","-1.8","1,042,482","1,635,820,470","1,500","1,650","1,475","50,275,812,800","0.00","31,422,383",,,
1381,025620,제이준코스메틱,"1,640","-120","-6.8","298,709","486,091,305","1,685","1,745","1,565","50,140,318,600","0.00","30,573,365",,,
1382,200880,서연이화,"1,850","-200","-9.8","434,121","819,104,860","1,880","2,050","1,825","50,002,608,450","0.00","27,028,437",,,
1383,317120,라닉스,"5,290","-330","-5.9","1,335,717","7,315,229,570","5,370","5,890","5,110","49,913,795,000","0.00","9,435,500",,,
