순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1384,047560,이스트소프트,"5,030","-170","-3.3","55,666","278,590,265","5,020","5,190","4,845","49,793,982,000","0.00","9,899,400",,,
1385,047770,코데즈컴바인,"1,315","-110","-7.7","171,540","226,597,965","1,330","1,390","1,285","49,763,021,630","0.00","37,842,602",,,
1386,185490,아이진,"4,320","-380","-8.1","87,659","382,125,560","4,240","4,485","4,240","49,630,557,600","0.00","11,488,555",,,
1387,066670,디스플레이텍,"2,655","-75","-2.8","105,785","276,576,595","2,490","2,850","2,490","49,627,042,290","0.00","18,691,918",,,
1388,072770,율호,"1,380","-10","-0.7","467,691","634,379,230","1,340","1,385","1,320","49,621,374,840","0.00","35,957,518",,,
1389,950140,잉글우드랩,"2,495","-70","-2.7","36,676","89,002,625","2,355","2,540","2,295","49,570,325,670","0.00","19,867,866",,,
1390,063170,서울옥션,"2,930","-305","-9.4","150,340","447,448,345","3,050","3,160","2,750","49,568,275,000","0.00","16,917,500",,,
1391,004870,티웨이홀딩스,"646","-51","-7.3","695,267","450,018,344","635","695","630","49,535,832,330","0.00","76,680,855",,,
1392,230980,솔트웍스,"3,840","-625","-14.0","235,091","952,442,105","4,460","4,460","3,840","49,503,129,600","0.00","12,891,440",,,
1393,014100,메디앙스,"4,195","0","0.0","0","0","0","0","0","49,501,000,000","0.00","11,800,000",,,
1394,031860,엔에스엔,"1,870","-150","-7.4","506,989","970,575,560","1,905","2,035","1,800","49,392,094,950","0.00","26,412,885",,,
1395,214680,디알텍,"975","-40","-3.9","522,132","507,849,172","980","996","957","49,315,596,525","0.00","50,580,099",,,
1396,091340,S&K폴리텍,"4,210","-380","-8.3","544,882","2,299,022,640","4,210","4,400","4,100","49,272,665,410","0.00","11,703,721",,,
1397,078140,대봉엘에스,"4,440","-160","-3.5","206,456","908,272,845","4,215","4,700","4,025","49,224,410,760","0.00","11,086,579",,,
1398,001840,이화공영,"2,485","-285","-10.3","275,800","682,070,390","2,505","2,580","2,400","49,217,313,600","0.00","19,805,760",,,
1399,106080,하이소닉,"3,330","0","0.0","0","0","0","0","0","49,168,439,010","0.00","14,765,297",,,
1400,101360,이엔드디,"7,400","100","1.4","211","1,319,900","6,250","7,400","6,250","49,167,080,000","0.00","6,644,200",,,
1401,214330,금호에이치티,"1,905","-140","-6.8","147,014","287,300,635","2,000","2,020","1,880","49,043,045,805","0.00","25,744,381",,,
1402,089230,THE E&M,"413","12","3.0","3,131,527","1,279,699,217","350","480","335","49,013,009,171","0.00","118,675,567",,,
1403,220180,핸디소프트,"2,525","120","5.0","664,456","1,801,045,655","2,705","2,950","2,405","48,985,000,000","0.00","19,400,000",,,
1404,014280,금강공업,"2,005","40","2.0","137,693","271,060,305","1,900","2,150","1,860","48,965,546,595","0.00","24,421,719",,,
1405,302920,더콘텐츠온,"10,750","1,350","14.4","1","10,750","10,750","10,750","10,750","48,937,859,250","0.00","4,552,359",,,
1406,006910,보성파워텍,"1,060","-95","-8.2","515,632","544,778,055","1,055","1,095","1,025","48,837,442,540","0.00","46,073,059",,,
1407,052790,액토즈소프트,"4,310","-190","-4.2","70,459","301,895,450","4,480","4,480","4,165","48,835,049,780","0.00","11,330,638",,,
1408,021080,에이티넘인베스트,"1,015","-60","-5.6","1,513,397","1,580,525,235","1,010","1,130","999","48,720,000,000","0.00","48,000,000",,,
1409,072990,에이치시티,"7,090","-530","-7.0","44,183","314,274,680","7,100","7,380","6,980","48,705,825,590","0.00","6,869,651",,,
1410,114810,아이원스,"3,630","-330","-8.3","244,866","884,414,520","3,575","3,830","3,545","48,699,785,970","0.00","13,415,919",,,
1411,010690,화신,"1,390","-220","-13.7","145,124","203,350,045","1,555","1,555","1,370","48,539,369,900","0.00","34,920,410",,,
1412,221610,한솔씨앤피,"12,150","-1,250","-9.3","77,602","939,758,350","12,900","12,900","11,650","48,523,126,950","0.00","3,993,673",,,
1413,053260,금강철강,"2,590","-65","-2.4","18,350","46,999,000","2,655","2,670","2,420","48,484,800,000","0.00","18,720,000",,,
1414,224060,코디엠,"331","-17","-4.9","2,585,903","868,831,498","345","350","325","48,371,279,145","0.00","146,136,795",,,
1415,071280,로체시스템즈,"3,160","-210","-6.2","328,614","998,899,155","3,125","3,190","2,925","48,337,265,480","0.00","15,296,603",,,
1416,073110,엘엠에스,"5,430","-670","-11.0","155,937","859,236,830","5,560","5,750","5,330","48,303,949,650","0.00","8,895,755",,,
1417,040300,YTN,"1,150","-115","-9.1","68,922","79,255,835","1,175","1,195","1,120","48,300,000,000","0.00","42,000,000",,,
1418,036120,SCI평가정보,"1,360","-80","-5.6","200,820","269,599,880","1,310","1,385","1,310","48,280,000,000","0.00","35,500,000",,,
1419,024120,KB오토시스,"4,195","-155","-3.6","4,892","19,541,015","3,920","4,200","3,915","48,242,500,000","0.00","11,500,000",,,
1420,038060,루멘스,"1,010","-110","-9.8","532,761","546,421,215","1,015","1,075","1,005","48,195,937,500","0.00","47,718,750",,,
1421,193250,와이제이엠게임즈,"890","-48","-5.1","521,648","455,944,923","872","901","840","48,191,039,150","0.00","54,147,235",,,
1422,007630,폴루스바이오팜,"1,225","0","0.0","0","0","0","0","0","48,156,675,700","0.00","39,311,572",,,
1423,009070,KCTC,"1,605","-95","-5.6","112,715","183,842,295","1,650","1,695","1,580","48,150,000,000","0.00","30,000,000",,,
1424,051780,큐로홀딩스,"606","-39","-6.0","423,212","262,303,295","640","645","602","48,088,175,550","0.00","79,353,425",,,
1425,101330,모베이스,"2,005","-150","-7.0","295,262","590,778,135","1,990","2,075","1,965","48,036,166,940","0.00","23,958,188",,,
1426,056080,유진로봇,"1,280","-135","-9.5","184,287","239,782,610","1,315","1,390","1,225","48,015,554,560","0.00","37,512,152",,,
1427,058110,멕아이씨에스,"8,950","1,070","13.6","1,956,779","17,332,552,640","7,660","10,050","7,500","47,985,425,000","0.00","5,361,500",,,
1428,038070,서린바이오,"6,390","-120","-1.8","289,790","1,891,464,430","6,100","6,760","6,100","47,929,319,640","0.00","7,500,676",,,
1429,006980,우성사료,"1,550","-150","-8.8","827,789","1,295,883,470","1,605","1,645","1,520","47,895,000,000","0.00","30,900,000",,,
1430,084730,팅크웨어,"4,575","-55","-1.2","36,239","162,915,315","4,205","4,590","4,205","47,697,495,150","0.00","10,425,682",,,
1431,053620,태양,"5,540","-240","-4.2","11,266","62,245,840","5,600","5,640","5,370","47,644,000,000","0.00","8,600,000",,,
1432,057540,옴니시스템,"1,170","-10","-0.8","624,619","726,455,605","1,110","1,215","1,100","47,594,447,550","0.00","40,679,015",,,
1433,221840,하이즈항공,"2,680","-320","-10.7","114,004","308,579,245","2,675","2,770","2,660","47,425,727,560","0.00","17,696,167",,,
1434,246250,에스엘에스바이오,"6,940","-60","-0.9","300","2,082,000","6,940","6,940","6,940","47,387,034,820","0.00","6,828,103",,,
1435,327610,펨토바이오메드,"8,600","-190","-2.2","4,057","30,604,710","7,510","8,760","7,480","47,282,499,000","0.00","5,497,965",,,
1436,013870,지엠비코리아,"2,475","-215","-8.0","180,751","450,571,295","2,470","2,580","2,390","47,203,893,000","0.00","19,072,280",,,
1437,250930,예선테크,"1,430","-130","-8.3","339,747","469,232,805","1,460","1,510","1,305","47,190,629,200","0.00","33,000,440",,,
1438,007370,진양제약,"3,920","495","14.4","3,732,873","14,677,420,150","3,430","4,350","3,430","47,040,000,000","0.00","12,000,000",,,
1439,017650,대림제지,"1,045","-80","-7.1","1,305,612","1,366,928,020","1,080","1,085","1,015","47,025,000,000","0.00","45,000,000",,,
1440,092460,한라IMS,"4,000","-180","-4.3","27,320","106,616,965","3,930","4,040","3,700","46,979,912,000","0.00","11,744,978",,,
1441,002920,유성기업,"1,805","-100","-5.2","79,502","143,950,740","1,845","1,845","1,775","46,835,237,500","0.00","25,947,500",,,
1442,017040,광명전기,"1,080","-120","-10.0","1,108,179","1,212,322,160","1,075","1,145","1,050","46,804,624,200","0.00","43,337,615",,,
1443,005110,한창,"1,345","-15","-1.1","2,643,427","3,515,677,640","1,280","1,420","1,260","46,792,911,805","0.00","34,790,269",,,
1444,015540,쎌마테라퓨틱스,"4,635","-895","-16.2","238,141","1,190,628,245","5,230","5,490","4,545","46,750,464,000","0.00","10,086,400",,,
1445,004590,한국가구,"3,110","-55","-1.7","6,321","19,090,700","2,870","3,200","2,870","46,650,000,000","0.00","15,000,000",,,
1446,017550,수산중공업,"864","-80","-8.5","657,593","569,643,498","870","889","845","46,643,180,832","0.00","53,985,163",,,
1447,042040,케이피엠테크,"480","-36","-7.0","764,778","372,580,152","475","502","474","46,565,079,360","0.00","97,010,582",,,
1448,057880,필로시스헬스케어,"1,020","232","29.4","17,059,730","15,906,468,957","788","1,020","741","46,546,010,880","0.00","45,633,344",,,
1449,086080,다이노나,"3,020","-315","-9.4","21,045","63,797,510","3,240","3,250","2,915","46,436,972,620","0.00","15,376,481",,,
1450,178780,유테크,"1,890","110","6.2","1,377,039","2,610,017,355","1,780","2,130","1,600","46,434,977,190","0.00","24,568,771",,,
1451,049550,잉크테크,"2,885","-145","-4.8","60,815","172,756,290","2,935","2,935","2,780","46,217,503,820","0.00","16,019,932",,,
1452,004140,동방,"1,380","-140","-9.2","2,001,625","2,847,507,655","1,490","1,490","1,355","46,182,511,440","0.00","33,465,588",,,
1453,016740,두올,"1,705","-170","-9.1","424,562","731,805,550","1,750","1,820","1,670","46,148,689,400","0.00","27,066,680",,,
1454,073070,에스모,"435","-72","-14.2","5,282,039","2,352,924,844","430","481","422","46,097,459,820","0.00","105,971,172",,,
1455,012340,뉴인텍,"1,530","-105","-6.4","337,156","515,645,530","1,600","1,600","1,505","45,968,088,060","0.00","30,044,502",,,
1456,137940,넥스트아이,"596","-14","-2.3","353,014","208,493,909","556","615","555","45,961,239,108","0.00","77,116,173",,,
1457,037440,희림,"3,295","-140","-4.1","43,665","142,121,310","3,375","3,375","3,150","45,874,555,125","0.00","13,922,475",,,
1458,001020,페이퍼코리아,"434","0","0.0","0","0","0","0","0","45,786,496,560","0.00","105,498,840",,,
1459,066900,디에이피,"2,010","-100","-4.7","52,569","105,590,110","2,100","2,100","1,895","45,716,451,030","0.00","22,744,503",,,
1460,006890,태경화학,"3,940","-105","-2.6","66,932","266,294,870","4,035","4,050","3,900","45,704,000,000","0.00","11,600,000",,,
1461,103590,일진전기,"1,230","-285","-18.8","1,482,699","1,795,912,375","1,380","1,450","1,140","45,608,879,700","0.00","37,080,390",,,
1462,267790,배럴,"5,820","-580","-9.1","90,152","525,282,240","5,810","6,080","5,680","45,501,342,000","0.00","7,818,100",,,
1463,065450,빅텍,"1,640","-130","-7.3","1,180,893","1,980,506,510","1,680","1,725","1,625","45,478,648,120","0.00","27,730,883",,,
1464,047080,한빛소프트,"1,835","-65","-3.4","127,896","227,653,205","1,840","1,925","1,700","45,470,999,060","0.00","24,779,836",,,
1465,064800,필링크,"615","-40","-6.1","1,081,872","660,981,914","615","634","587","45,425,609,085","0.00","73,862,779",,,
1466,094170,동운아나텍,"2,880","-305","-9.6","587,946","1,665,754,545","2,900","2,935","2,715","45,385,551,360","0.00","15,758,872",,,
1467,002070,남영비비안,"660","-61","-8.5","1,249,850","824,097,525","655","683","634","45,328,437,000","0.00","68,679,450",,,
1468,303030,지니틱스,"1,280","-120","-8.6","1,024,074","1,326,163,335","1,265","1,360","1,250","45,264,427,520","0.00","35,362,834",,,
1469,222110,팬젠,"4,680","-125","-2.6","14,148","64,547,830","4,570","4,800","4,100","45,123,535,080","0.00","9,641,781",,,
1470,000105,유한양행우,"191,000","-1,000","-0.5","65","12,436,000","190,000","192,000","189,000","45,111,908,000","0.00","236,188",,,
1471,274090,켄코아에어로스페이스,"5,000","-340","-6.4","241,582","1,209,312,240","4,755","5,290","4,755","45,049,160,000","0.00","9,009,832",,,
1472,257370,명성티엔에스,"7,070","-440","-5.9","141,734","999,200,240","6,900","7,420","6,800","45,035,900,000","0.00","6,370,000",,,
1473,006370,대구백화점,"4,160","-290","-6.5","9,464","38,911,250","4,450","4,595","3,995","45,017,901,760","0.00","10,821,611",,,
1474,026150,특수건설,"2,960","-310","-9.5","462,651","1,363,457,180","2,900","3,045","2,875","45,007,149,280","0.00","15,205,118",,,
1475,037330,인지디스플레,"1,025","-95","-8.5","771,757","784,701,555","1,040","1,055","995","44,982,354,600","0.00","43,885,224",,,
1476,194480,데브시스터즈,"4,010","-580","-12.6","67,678","272,487,155","4,450","4,450","3,965","44,929,523,700","0.00","11,204,370",,,
1477,032980,바이온,"808","-18","-2.2","259,794","209,918,229","770","850","770","44,842,887,384","0.00","55,498,623",,,
1478,124560,태웅로직스,"2,540","15","0.6","206,366","507,548,225","2,350","2,580","2,240","44,831,000,000","0.00","17,650,000",,,
1479,006090,사조오양,"4,755","-195","-3.9","204,849","995,180,650","4,610","5,260","4,550","44,805,123,945","0.00","9,422,739",,,
1480,189330,씨이랩,"20,000","0","0.0","3","60,000","20,000","20,000","20,000","44,740,400,000","0.00","2,237,020",,,
1481,000220,유유제약,"7,020","-690","-9.0","206,767","1,466,555,660","7,250","7,390","6,920","44,707,480,740","0.00","6,368,587",,,
1482,006140,피제이전자,"2,980","-330","-10.0","11,925","35,966,990","3,000","3,310","2,980","44,700,000,000","0.00","15,000,000",,,
1483,042510,라온시큐어,"1,405","-65","-4.4","216,367","297,765,470","1,350","1,430","1,330","44,692,504,860","0.00","31,809,612",,,
1484,900340,윙입푸드,"931","-74","-7.4","538,677","506,050,126","910","980","910","44,663,261,468","0.00","47,973,428",,,
1485,220100,퓨쳐켐,"7,650","-600","-7.3","38,699","299,158,190","7,430","8,310","7,430","44,467,047,900","0.00","5,812,686",,,
1486,070300,한솔시큐어,"6,010","-710","-10.6","112,130","675,334,190","6,100","6,430","5,910","44,270,104,740","0.00","7,366,074",,,
1487,004440,대림씨엔에스,"3,475","-95","-2.7","91,722","319,701,120","3,355","3,550","3,350","44,243,515,825","0.00","12,731,947",,,
1488,058860,KTis,"1,270","-80","-5.9","194,446","241,914,695","1,275","1,285","1,210","44,198,540,000","0.00","34,802,000",,,
1489,004090,한국석유,"67,200","300","0.4","9,155","596,772,600","62,100","67,700","60,900","44,029,440,000","0.00","655,200",,,
1490,041650,상신브레이크,"2,050","-75","-3.5","17,748","36,062,485","1,975","2,115","1,960","44,016,472,500","0.00","21,471,450",,,
1491,094850,참좋은여행,"3,140","-560","-15.1","269,404","867,305,935","3,560","3,565","3,105","43,960,000,000","0.00","14,000,000",,,
1492,33637K,두산솔루스1우,"5,960","-380","-6.0","97,194","574,495,130","5,740","6,340","5,430","43,903,744,000","0.00","7,366,400",,,
1493,050320,에이앤티앤,"1,385","0","0.0","0","0","0","0","0","43,851,537,600","0.00","31,661,760",,,
1494,036170,라이브파이낸셜,"1,120","-155","-12.2","2,198,090","2,492,880,190","1,160","1,245","1,040","43,810,020,800","0.00","39,116,090",,,
1495,001560,제일연마,"4,370","-135","-3.0","5,811","25,452,530","4,210","4,675","4,205","43,700,000,000","0.00","10,000,000",,,
1496,078860,아이오케이,"860","-27","-3.0","244,887","206,746,846","852","875","829","43,645,466,120","0.00","50,750,542",,,
1497,078935,GS우,"24,450","-1,650","-6.3","7,111","176,296,250","25,800","25,800","24,350","43,638,995,700","0.00","1,784,826",,,
1498,012320,경동인베스트,"18,400","-750","-3.9","21,954","389,322,650","17,300","18,950","16,600","43,516,423,200","0.00","2,365,023",,,
1499,025750,한솔홈데코,"540","-39","-6.7","970,100","522,296,244","552","558","520","43,505,180,460","0.00","80,565,149",,,
1500,000500,가온전선,"10,450","-1,700","-14.0","63,746","681,009,750","10,850","11,050","10,150","43,475,626,150","0.00","4,160,347",,,
1501,131760,파인텍,"1,010","-120","-10.6","1,696,996","1,725,665,008","1,030","1,050","998","43,353,303,630","0.00","42,924,063",,,
1502,040160,누리텔레콤,"3,595","-50","-1.4","132,331","464,285,325","3,515","3,605","3,415","43,339,648,325","0.00","12,055,535",,,
1503,058630,엠게임,"2,215","-180","-7.5","455,426","1,022,850,255","2,210","2,300","2,160","43,289,687,555","0.00","19,543,877",,,
1504,148250,알엔투테크놀로지,"6,140","-460","-7.0","88,354","534,480,740","6,190","6,280","5,800","43,209,126,380","0.00","7,037,317",,,
1505,044960,이글벳,"3,415","-35","-1.0","706,302","2,441,141,605","3,200","3,745","3,160","43,172,030,445","0.00","12,641,883",,,
1506,060370,KT서브마린,"1,965","-155","-7.3","262,196","509,961,930","1,970","2,050","1,860","43,033,500,000","0.00","21,900,000",,,
1507,238170,엔에스엠,"2,175","-380","-14.9","250","543,750","2,175","2,175","2,175","43,020,760,500","0.00","19,779,660",,,
1508,217600,켐온,"673","-60","-8.2","442,793","305,301,130","700","728","670","42,978,681,820","0.00","63,861,340",,,
1509,041590,젬백스지오,"636","-64","-9.1","788,783","493,436,021","670","688","589","42,974,345,736","0.00","67,569,726",,,
1510,126600,코프라,"2,035","-45","-2.2","178,951","360,738,780","1,995","2,090","1,920","42,970,315,190","0.00","21,115,634",,,
1511,027970,세하,"1,450","-40","-2.7","212,964","299,663,545","1,490","1,490","1,320","42,866,345,650","0.00","29,562,997",,,
1512,024950,삼천리자전거,"3,220","-200","-5.8","65,389","209,299,130","3,285","3,350","3,105","42,740,917,940","0.00","13,273,577",,,
1513,097800,윈팩,"1,145","-115","-9.1","831,049","966,018,005","1,150","1,210","1,130","42,652,263,325","0.00","37,250,885",,,
1514,004780,대륙제관,"2,680","-35","-1.3","39,310","104,007,280","2,555","2,695","2,555","42,620,573,320","0.00","15,903,199",,,
